2	Port 1: NDI 8700340  s/n:34802401	9061	1	OK	0.6449681	-0.2383096	-0.7205870	-0.0893256	93.666	13.717	-779.697	0.2140034	0	Port 5: custom H115_Tk2_v1  s/n:3C10F801	9061	1	OK	0.0533133	-0.0117696	-0.0570844	-0.9968754	188.419	49.177	-779.329	0.7829112	0
2	Port 1: NDI 8700340  s/n:34802401	9064	1	OK	0.6450937	-0.2408026	-0.7199595	-0.0867552	93.646	13.695	-779.623	0.2171697	0	Port 5: custom H115_Tk2_v1  s/n:3C10F801	9064	1	OK	0.0533189	-0.0117981	-0.0570632	-0.9968760	188.415	49.171	-779.320	0.7666279	0
2	Port 1: NDI 8700340  s/n:34802401	9067	1	OK	0.6451571	-0.2428633	-0.7194357	-0.0848643	93.649	13.739	-779.643	0.2188853	0	Port 5: custom H115_Tk2_v1  s/n:3C10F801	9067	1	OK	0.0532487	-0.0117845	-0.0572940	-0.9968666	188.396	49.185	-779.294	0.7724235	0
2	Port 1: NDI 8700340  s/n:34802401	9070	1	OK	0.6448395	-0.2428897	-0.7196627	-0.0852764	93.674	13.744	-779.591	0.2210415	0	Port 5: custom H115_Tk2_v1  s/n:3C10F801	9070	1	OK	0.0533283	-0.0119499	-0.0571303	-0.9968698	188.408	49.187	-779.275	0.7831951	0
2	Port 1: NDI 8700340  s/n:34802401	9073	1	OK	0.6452001	-0.2462760	-0.7184948	-0.0826451	93.666	13.766	-779.556	0.2126501	0	Port 5: custom H115_Tk2_v1  s/n:3C10F801	9073	1	OK	0.0533398	-0.0119177	-0.0567805	-0.9968896	188.384	49.202	-779.283	0.7761147	0
2	Port 1: NDI 8700340  s/n:34802401	9076	1	OK	0.6456106	-0.2499234	-0.7171053	-0.0805313	93.687	13.793	-779.790	0.2013324	0	Port 5: custom H115_Tk2_v1  s/n:3C10F801	9076	1	OK	0.0533084	-0.0119986	-0.0569797	-0.9968789	188.376	49.211	-779.280	0.7755173	0
2	Port 1: NDI 8700340  s/n:34802401	9079	1	OK	0.6469718	-0.2513688	-0.7154443	-0.0798788	93.734	13.766	-780.707	0.2130680	0	Port 5: custom H115_Tk2_v1  s/n:3C10F801	9079	1	OK	0.0532898	-0.0117248	-0.0569253	-0.9968863	188.386	49.219	-779.294	0.7930577	0
2	Port 1: NDI 8700340  s/n:34802401	9082	1	OK	0.6485981	-0.2516388	-0.7140986	-0.0778563	93.782	13.761	-781.986	0.2052085	0	Port 5: custom H115_Tk2_v1  s/n:3C10F801	9082	1	OK	0.0532389	-0.0116039	-0.0570381	-0.9968840	188.376	49.220	-779.315	0.7656043	0
2	Port 1: NDI 8700340  s/n:34802401	9085	1	OK	0.6490559	-0.2501063	-0.7142568	-0.0775270	93.824	13.787	-782.832	0.1977044	0	Port 5: custom H115_Tk2_v1  s/n:3C10F801	9085	1	OK	0.0533181	-0.0118418	-0.0568239	-0.9968892	188.373	49.234	-779.303	0.7751667	0
2	Port 1: NDI 8700340  s/n:34802401	9088	1	OK	0.6489023	-0.2525900	-0.7138295	-0.0746432	93.822	13.763	-782.909	0.2094072	0	Port 5: custom H115_Tk2_v1  s/n:3C10F801	9088	1	OK	0.0532114	-0.0116351	-0.0571311	-0.9968797	188.401	49.221	-779.345	0.7768573	0
2	Port 1: NDI 8700340  s/n:34802401	9091	1	OK	0.6491475	-0.2556285	-0.7127307	-0.0726399	93.815	13.768	-782.913	0.2121697	0	Port 5: custom H115_Tk2_v1  s/n:3C10F801	9091	1	OK	0.0532216	-0.0116236	-0.0571556	-0.9968779	188.381	49.207	-779.343	0.7667972	0
2	Port 1: NDI 8700340  s/n:34802401	9094	1	OK	0.6529936	-0.2559036	-0.7091701	-0.0720449	93.936	13.954	-784.550	0.2067701	0	Port 5: custom H115_Tk2_v1  s/n:3C10F801	9094	1	OK	0.0532489	-0.0115658	-0.0572285	-0.9968730	188.392	49.185	-779.336	0.7762962	0
